SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_CREDIT,AMT_ANNUITY,CODE_GENDER,AGE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_INCOME_TYPE,AMT_INCOME_TOTAL,TARGET
283672,Cash loans,935640.0,88969.5,M,51.0,Single / not married,House / apartment,Businessman,270000.0,0
297849,Cash loans,544491.0,17563.5,F,51.0,Married,House / apartment,Working,67500.0,0
347318,Cash loans,288873.0,16713.0,F,38.0,Widow,House / apartment,Unemployed,90000.0,0
226097,Cash loans,1622691.0,44752.5,F,47.0,Separated,House / apartment,Working,247500.0,0
147474,Cash loans,450000.0,17095.5,M,46.0,Married,House / apartment,Working,270000.0,0
454190,Cash loans,343800.0,16852.5,F,32.0,Married,House / apartment,Businessman,675000.0,0
255537,Cash loans,485640.0,39069.0,F,60.0,Separated,House / apartment,Businessman,225000.0,0
204428,Cash loans,119925.0,11812.5,M,58.0,Married,House / apartment,Working,157500.0,0
323158,Cash loans,112500.0,7569.0,F,56.0,Married,House / apartment,Working,112500.0,0
233351,Cash loans,512064.0,19431.0,F,51.0,Married,House / apartment,Working,112500.0,0
157227,Cash loans,1724220.0,50544.0,M,51.0,Married,House / apartment,Working,180000.0,0
312365,Cash loans,1125000.0,60070.5,F,50.0,Separated,House / apartment,Unemployed,270000.0,0
355695,Cash loans,497520.0,33376.5,M,58.0,Separated,House / apartment,Businessman,256500.0,0
204458,Cash loans,808650.0,26217.0,F,62.0,Married,House / apartment,Working,126000.0,0
240290,Cash loans,272520.0,19957.5,F,22.0,Single / not married,House / apartment,Working,126000.0,0
168655,Cash loans,269550.0,12964.5,F,63.0,Married,Municipal apartment,Unemployed,85500.0,0
168253,Cash loans,943425.0,27715.5,F,58.0,Married,House / apartment,Unemployed,90000.0,0
230470,Cash loans,163008.0,11020.5,F,34.0,Single / not married,House / apartment,Working,157500.0,0
208429,Cash loans,277969.5,18706.5,F,34.0,Married,House / apartment,Working,135000.0,0
130595,Cash loans,855000.0,41260.5,M,36.0,Married,House / apartment,Businessman,202500.0,0
216951,Cash loans,1635120.0,56835.0,M,64.0,Married,House / apartment,Unemployed,157500.0,0
448374,Cash loans,,18265.5,M,44.0,Married,House / apartment,Unemployed,90000.0,1
206029,Cash loans,283419.0,16398.0,F,45.0,Married,House / apartment,Working,180000.0,0
416454,Cash loans,296280.0,23539.5,F,32.0,Single / not married,With parents,Working,157500.0,0
450623,Cash loans,571486.5,25303.5,F,57.0,Widow,House / apartment,Working,189000.0,0
445120,Cash loans,1260000.0,36972.0,M,45.0,Married,House / apartment,Working,121500.0,1
426065,Cash loans,1159515.0,33903.0,F,53.0,Married,House / apartment,Working,180000.0,0
126237,Cash loans,983299.5,40707.0,M,55.0,Married,House / apartment,Working,144000.0,0
213352,Revolving loans,675000.0,33750.0,M,56.0,Married,House / apartment,Businessman,225000.0,0
105193,Cash loans,454500.0,27936.0,F,35.0,Single / not married,House / apartment,Working,112500.0,0
394136,Cash loans,272520.0,21658.5,F,53.0,Married,House / apartment,Working,171000.0,0
377802,Cash loans,348264.0,19993.5,F,40.0,Separated,House / apartment,Working,162000.0,0
253316,Cash loans,427450.5,29047.5,F,33.0,Married,House / apartment,Working,157500.0,0
154301,Cash loans,568800.0,15133.5,F,44.0,Civil marriage,House / apartment,Working,135000.0,0
348134,Cash loans,225000.0,13896.0,M,,Civil marriage,With parents,Working,180000.0,0
270880,Cash loans,289597.5,14913.0,F,40.0,Married,House / apartment,Unemployed,90000.0,0
401308,Cash loans,754740.0,24475.5,F,34.0,Married,House / apartment,Working,112500.0,0
287237,Cash loans,808650.0,26217.0,M,62.0,Married,House / apartment,Businessman,202500.0,0
137202,Cash loans,1116000.0,36130.5,M,40.0,Married,House / apartment,Unemployed,180000.0,0
414115,Cash loans,1102797.0,45639.0,F,52.0,Married,House / apartment,Businessman,225000.0,0
245247,Cash loans,1069285.5,48451.5,F,44.0,Married,House / apartment,Businessman,225000.0,0
274946,Cash loans,675000.0,53329.5,F,40.0,Civil marriage,Rented apartment,Businessman,270000.0,0
203334,Cash loans,284400.0,16456.5,M,67.0,Married,House / apartment,Unemployed,76500.0,0
249956,Cash loans,585000.0,31864.5,M,28.0,Married,House / apartment,Businessman,202500.0,0
406322,Cash loans,628114.5,22689.0,,44.0,Married,House / apartment,Unemployed,81000.0,0
197951,Cash loans,254700.0,17149.5,,36.0,Married,House / apartment,Unemployed,112500.0,0
393006,Cash loans,280170.0,33381.0,M,38.0,Married,House / apartment,Working,135000.0,0
349220,Cash loans,284400.0,16011.0,F,65.0,Single / not married,House / apartment,Businessman,211500.0,0
190445,Cash loans,302076.0,23508.0,F,47.0,Married,House / apartment,Unemployed,157500.0,1
349733,Cash loans,755190.0,36328.5,M,39.0,Married,House / apartment,Businessman,225000.0,0
380379,Cash loans,848745.0,37516.5,F,42.0,Widow,House / apartment,Working,157500.0,0
210970,Revolving loans,180000.0,9000.0,F,28.0,Single / not married,House / apartment,Working,112500.0,0
219499,Cash loans,450000.0,24543.0,M,28.0,Married,House / apartment,Unemployed,112500.0,0
361762,Cash loans,47970.0,4873.5,F,63.0,Civil marriage,House / apartment,Unemployed,99000.0,0
384778,Cash loans,292500.0,23238.0,F,34.0,Married,House / apartment,Unemployed,103500.0,0
213573,Cash loans,495000.0,14602.5,F,63.0,Married,House / apartment,Unemployed,135000.0,0
264618,Cash loans,130320.0,13815.0,F,39.0,Married,House / apartment,Working,112500.0,0
230733,Cash loans,288873.0,17802.0,F,56.0,Married,House / apartment,Businessman,225000.0,0
363120,Cash loans,417024.0,25200.0,F,53.0,Married,House / apartment,Unemployed,90000.0,1
323363,Cash loans,558706.5,48082.5,,26.0,Married,With parents,Working,225000.0,0
407183,Cash loans,305221.5,9382.5,F,59.0,Married,House / apartment,Unemployed,81000.0,0
379310,Cash loans,409500.0,43128.0,M,39.0,Married,House / apartment,Businessman,315000.0,0
312806,Cash loans,172692.0,17208.0,F,60.0,Married,House / apartment,Unemployed,83250.0,0
414020,Cash loans,1665000.0,58005.0,F,43.0,Married,House / apartment,Working,337500.0,0
189985,Cash loans,576072.0,20821.5,F,40.0,Married,House / apartment,Unemployed,90000.0,0
237903,Cash loans,657166.5,31743.0,M,34.0,Married,House / apartment,Working,382500.0,0
350169,Cash loans,1125000.0,32895.0,F,40.0,Married,House / apartment,Unemployed,90000.0,0
168553,Cash loans,1107000.0,36715.5,M,54.0,Married,House / apartment,,157500.0,0
224564,Cash loans,450000.0,32742.0,F,54.0,Married,House / apartment,Working,76500.0,0
129624,Cash loans,378117.0,23130.0,M,29.0,Civil marriage,House / apartment,Working,135000.0,0
151048,Cash loans,1125000.0,32895.0,F,43.0,Married,House / apartment,Working,157500.0,0
207795,Cash loans,1569285.0,62235.0,F,54.0,Married,House / apartment,Working,157500.0,0
289250,Cash loans,679500.0,28917.0,F,35.0,Separated,House / apartment,Working,180000.0,0
348474,Cash loans,900000.0,45954.0,F,40.0,Married,House / apartment,Businessman,225000.0,0
221367,Cash loans,1125000.0,32895.0,F,45.0,Married,House / apartment,Unemployed,135000.0,0
142669,Cash loans,225000.0,23184.0,F,68.0,Married,House / apartment,Working,135000.0,0
454783,Cash loans,1354500.0,42529.5,M,47.0,Married,House / apartment,Businessman,202500.0,0
374191,Cash loans,76410.0,7443.0,F,59.0,Widow,House / apartment,Unemployed,85500.0,0
227929,Revolving loans,157500.0,7875.0,M,29.0,Civil marriage,Office apartment,Working,450000.0,0
345175,Cash loans,675000.0,28597.5,M,62.0,Married,House / apartment,Unemployed,72000.0,0
213618,Cash loans,1125000.0,44617.5,M,64.0,Married,House / apartment,Unemployed,81000.0,0
418868,Cash loans,443088.0,18900.0,F,57.0,Married,House / apartment,Working,117000.0,0
236390,Cash loans,1006920.0,51543.0,F,54.0,Married,Municipal apartment,Working,112500.0,0
360368,Cash loans,545040.0,26509.5,M,23.0,Married,House / apartment,Working,112500.0,1
366873,Cash loans,254700.0,30357.0,M,22.0,Single / not married,House / apartment,Businessman,360000.0,1
144920,Cash loans,486000.0,18963.0,M,54.0,Civil marriage,House / apartment,Unemployed,135000.0,0
290223,Cash loans,314055.0,16164.0,M,31.0,Married,House / apartment,Working,180000.0,0
208767,Cash loans,298512.0,16798.5,F,,Married,House / apartment,Working,54000.0,0
404843,Cash loans,545040.0,43191.0,F,60.0,Married,House / apartment,Working,157500.0,0
292608,Cash loans,447768.0,32710.5,F,44.0,Married,House / apartment,Working,292500.0,0
395902,Revolving loans,270000.0,13500.0,M,49.0,Married,House / apartment,Working,135000.0,0
186431,Cash loans,760225.5,30280.5,F,56.0,Married,House / apartment,Working,157500.0,0
301305,Cash loans,508495.5,24592.5,M,37.0,Married,House / apartment,Working,135000.0,0
125023,Cash loans,454500.0,19386.0,M,34.0,Married,House / apartment,Working,157500.0,1
287402,Cash loans,687600.0,19039.5,F,29.0,Married,House / apartment,Working,315000.0,0
361624,Cash loans,884178.0,104931.0,M,24.0,Married,House / apartment,Working,315000.0,0
252775,Cash loans,868500.0,28017.0,F,39.0,Married,House / apartment,Working,225000.0,0
295494,Cash loans,594121.5,26298.0,F,55.0,Married,House / apartment,Working,180000.0,0
291399,Cash loans,436032.0,28516.5,M,47.0,Married,House / apartment,Working,135000.0,0
375769,Cash loans,521280.0,28408.5,M,48.0,Married,House / apartment,Working,180000.0,0
198550,Cash loans,675000.0,29862.0,F,56.0,Married,House / apartment,Working,112500.0,0
143818,Cash loans,450000.0,22018.5,F,26.0,Single / not married,House / apartment,Businessman,225000.0,0
283072,Cash loans,1078200.0,31653.0,F,49.0,Married,House / apartment,Working,112500.0,0
445719,Cash loans,312768.0,13248.0,F,58.0,Married,House / apartment,Working,90000.0,0
247569,Cash loans,203760.0,11826.0,F,37.0,Civil marriage,House / apartment,Unemployed,90000.0,0
313206,Cash loans,1236816.0,36292.5,F,50.0,Married,House / apartment,Working,180000.0,0
226393,Cash loans,1971072.0,68643.0,F,36.0,Separated,Office apartment,Businessman,540000.0,0
226196,Cash loans,491823.0,23791.5,F,45.0,Married,House / apartment,Unemployed,90000.0,0
445516,Revolving loans,315000.0,15750.0,F,50.0,Married,House / apartment,Working,157500.0,0
109278,Cash loans,755190.0,32125.5,F,61.0,Married,House / apartment,Unemployed,33300.0,0
425646,Cash loans,1051294.5,30870.0,F,37.0,Married,House / apartment,Unemployed,153000.0,0
316207,Cash loans,148140.0,11835.0,M,33.0,Married,House / apartment,Working,315000.0,0
442815,Cash loans,284400.0,22599.0,F,22.0,Married,With parents,Unemployed,180000.0,0
397924,Cash loans,1762110.0,48456.0,F,41.0,Married,House / apartment,Working,126000.0,0
243466,Revolving loans,225000.0,11250.0,F,31.0,Single / not married,House / apartment,Working,121500.0,0
154522,Cash loans,509400.0,32553.0,M,39.0,Married,House / apartment,Businessman,279000.0,0
269323,Cash loans,521280.0,28278.0,M,23.0,Single / not married,House / apartment,Unemployed,202500.0,0
134049,Cash loans,1356133.5,44950.5,M,57.0,Married,House / apartment,Working,522000.0,0
289816,Cash loans,225000.0,16303.5,F,37.0,Civil marriage,House / apartment,Working,157500.0,0
362198,Cash loans,490495.5,26014.5,F,56.0,Married,House / apartment,Working,141750.0,0
413310,Revolving loans,450000.0,22500.0,M,54.0,Married,House / apartment,Unemployed,135000.0,0
396096,Cash loans,365175.0,17154.0,F,41.0,Married,House / apartment,Unemployed,67500.0,0
236772,Cash loans,88884.0,7150.5,M,54.0,Civil marriage,House / apartment,Unemployed,337500.0,0
413866,Cash loans,1055376.0,30987.0,M,51.0,Civil marriage,House / apartment,Businessman,225000.0,0
323772,Cash loans,1442952.0,38191.5,F,37.0,Single / not married,House / apartment,Working,180000.0,0
182166,Cash loans,1078200.0,38331.0,M,31.0,Married,With parents,Working,157500.0,0
245709,Cash loans,1506816.0,47443.5,F,35.0,Married,House / apartment,Working,117000.0,0
244516,Cash loans,506889.0,37012.5,F,45.0,Married,House / apartment,Unemployed,112500.0,0
180056,Cash loans,203760.0,11826.0,F,67.0,Married,House / apartment,Businessman,202500.0,0
343288,Revolving loans,270000.0,13500.0,F,57.0,Married,House / apartment,Working,135000.0,0
431632,Cash loans,543735.0,26289.0,M,46.0,Married,House / apartment,Working,157500.0,0
439530,Cash loans,193392.0,7290.0,F,36.0,Civil marriage,House / apartment,Unemployed,81000.0,0
240146,Cash loans,578979.0,27850.5,F,52.0,Married,House / apartment,Working,135000.0,0
230909,Cash loans,891387.0,29587.5,F,42.0,Married,House / apartment,Working,180000.0,0
254576,Cash loans,305221.5,9382.5,F,65.0,Widow,House / apartment,Working,112500.0,0
366808,Cash loans,269550.0,24853.5,M,28.0,Civil marriage,House / apartment,Working,180000.0,0
397117,Cash loans,1800000.0,49500.0,M,54.0,Married,House / apartment,Businessman,630000.0,0
125567,Cash loans,207306.0,10984.5,M,62.0,Married,House / apartment,Working,157500.0,0
119214,Cash loans,675000.0,28597.5,F,30.0,Single / not married,House / apartment,Working,189000.0,0
275833,Cash loans,835380.0,40320.0,F,34.0,Civil marriage,House / apartment,Businessman,202500.0,0
420070,Cash loans,121878.0,6610.5,M,25.0,Married,Rented apartment,,126000.0,0
216068,Cash loans,675000.0,22437.0,F,64.0,Civil marriage,House / apartment,Working,157500.0,0
405214,Cash loans,273636.0,28170.0,F,46.0,Separated,House / apartment,Unemployed,112500.0,0
136463,Cash loans,508495.5,22527.0,F,55.0,Married,House / apartment,Unemployed,67500.0,0
425253,Cash loans,1575000.0,41679.0,M,56.0,Married,House / apartment,Businessman,514480.5,0
378869,Cash loans,1214100.0,67923.0,F,63.0,Married,House / apartment,Businessman,247500.0,0
283113,Cash loans,1006920.0,42790.5,F,34.0,Married,House / apartment,Working,135000.0,0
154917,Cash loans,161730.0,12645.0,M,37.0,Married,House / apartment,Businessman,225000.0,0
162838,Cash loans,243000.0,26298.0,M,38.0,Married,House / apartment,Working,135000.0,0
200548,Cash loans,677664.0,24471.0,F,37.0,Civil marriage,House / apartment,Working,157500.0,0
158165,Cash loans,278613.0,33192.0,M,30.0,Single / not married,House / apartment,Businessman,315000.0,0
237655,Cash loans,247275.0,19953.0,F,34.0,Single / not married,House / apartment,Working,180000.0,0
365682,Cash loans,622413.0,31909.5,F,32.0,Married,House / apartment,Working,135000.0,0
429898,Cash loans,254700.0,17019.0,M,67.0,Married,House / apartment,Unemployed,87750.0,0
114331,Cash loans,528633.0,22527.0,F,47.0,Married,House / apartment,Working,112500.0,0
378362,Cash loans,2281500.0,65128.5,F,44.0,Married,House / apartment,Working,117000.0,1
375669,Cash loans,225000.0,22050.0,M,58.0,Married,House / apartment,Businessman,270000.0,0
142577,Cash loans,436500.0,22284.0,F,23.0,Single / not married,House / apartment,Businessman,202500.0,0
255588,Cash loans,545040.0,26640.0,F,27.0,Married,House / apartment,Unemployed,135000.0,0
220345,Cash loans,1503000.0,41463.0,F,50.0,Married,House / apartment,Businessman,202500.0,0
374019,Cash loans,189000.0,10980.0,F,66.0,Married,House / apartment,Working,51750.0,0
277064,Cash loans,768550.5,35743.5,F,53.0,Married,House / apartment,,225000.0,0
433377,Cash loans,448056.0,21015.0,M,43.0,Married,House / apartment,Businessman,225000.0,0
184335,Cash loans,900000.0,35694.0,M,37.0,Married,House / apartment,Businessman,315000.0,0
187920,Cash loans,315000.0,15448.5,F,41.0,Civil marriage,House / apartment,Unemployed,135000.0,0
152976,Cash loans,354469.5,15147.0,F,60.0,Widow,House / apartment,Unemployed,81000.0,0
343755,Cash loans,787131.0,26014.5,M,39.0,Married,House / apartment,Businessman,225000.0,0
384446,Cash loans,260640.0,25519.5,F,45.0,Married,House / apartment,Unemployed,135000.0,0
428639,Cash loans,1011402.0,32755.5,F,43.0,Single / not married,House / apartment,Businessman,292500.0,0
188640,Cash loans,675000.0,24799.5,F,36.0,Civil marriage,House / apartment,Unemployed,67500.0,0
105016,Cash loans,331834.5,17073.0,F,39.0,Married,House / apartment,Working,202500.0,0
